x1,x2,label
-0.813595653236146,1.4238641829348,1
-0.347811043400864,-0.494300741679482,1
0.188345792748648,-0.277319194169635,1
0.16730610426095,0.179167552477553,1
-0.899920631736249,1.3238360897036,1
-1.53335913938552,1.30287370259592,1
0.697738968547036,0.0874171914300366,1
-1.64027974808494,1.83011684080793,1
0.835333426422459,0.218384013826611,1
-1.36808314875858,0.612832096025775,1
0.0234124469026761,0.439522078373186,1
0.494353819460033,-0.362423284761687,1
-0.710916328636158,0.428782177760766,1
-1.15055842574786,1.37382089264856,1
0.436865247190168,-0.45593489473277,1
-0.320529309230058,1.08663846241969,1
1.15043648444769,-0.19467348504875,1
0.22194983793179,-0.598067887475431,1
-0.151259884743517,0.505168087396019,1
0.0381237425981014,-0.13444459977505,1
-0.798547942236488,0.516988618446843,1
0.967527606524021,-1.53042757213955,1
0.907257635919299,-0.483301917249084,1
1.0206327364569,-0.699018932816483,1
0.476422520436848,-0.600095747076724,1
-1.09292642649111,0.441307629235888,1
0.48957470580628,0.343528483127892,1
-3.3193789940393,1.81554342765305,1
-2.46976972742377,1.97419715466458,1
-0.579122521998933,0.905514532202123,1
-0.864031287464523,0.39304175662261,1
2.40059531827774,-2.08062764208287,1
-0.464740856768201,-0.867865337193327,1
1.14953390772164,0.520057535759173,1
1.21915381398492,-0.078541940013445,1
0.805797290802191,-0.315658480432328,1
-0.112120685604633,0.950107407322362,1
0.056949266042119,0.0201952025451323,1
-0.752512778327589,1.08488459612698,1
-0.00568516324240325,-0.192550112301782,1
-0.668733323290462,0.757132717541702,1
0.630584050204521,-1.10545417750076,1
-0.0335829335978286,-0.0292723970782461,1
0.901588713139491,-0.841743713479085,1
2.60711685339706,-2.24069518700681,1
0.135170630680249,-0.0283658563204485,1
1.05781779303985,-0.510462567733008,1
-0.93264770607575,0.995195111172487,1
1.17329836246901,-0.543821066923011,1
-1.09041554212303,0.753212854650467,1
0.751962185885431,0.29073362307441,1
2.20267104535398,-1.78159144122008,1
0.65799480334119,-1.19543289018008,1
0.902308698342236,0.0315782636448126,1
-0.505039332311167,0.0848321564977863,1
0.273919469024562,-0.368784466389414,1
2.34591555380474,-1.74601988508048,1
-0.538483479737968,0.759248689839952,1
0.93107883450842,0.202787939236908,1
-0.246568663999058,0.824327693964159,1
1.75703780318691,-1.66781782380954,1
0.635684021963244,-0.17496398613389,1
2.42378414487202,-0.969908341007624,1
0.334615185724069,0.188885196164713,1
0.322332474150262,0.968806100599262,1
1.05742839891044,-0.13638693836789,1
1.80241448972949,-1.94994861020204,1
-1.14962307123048,0.6492556674048,1
0.00634590480203935,-0.80685390806857,1
1.01746748372681,-1.40179521080639,1
1.71591547227814,-1.0876369881663,1
-0.540948335718232,0.827506847568943,1
-0.142138658527142,0.935000822584228,1
0.715699954183988,-0.772087839291533,1
1.59823416348802,-1.51567900796344,1
-0.147542743727023,0.657747593955247,1
0.147074420902286,-1.39312500435987,1
-1.31596114523045,1.7554260933647,1
-0.0729419514356678,0.384601088958601,1
-0.297248359889887,0.567620297417944,1
-0.613996414442036,1.18676145857172,1
1.07875957858001,0.0317719711557223,1
1.13154759893192,-0.291755327940567,1
-0.530917002742659,0.0363864960969429,1
-0.234448552605878,-0.482720021921965,1
-0.26857962000228,0.450508481547411,1
0.402899587833279,-0.626186143300581,1
1.14510676657138,-0.233971700769885,1
-0.396342359106747,-0.205461885577391,1
1.57496224264816,-1.42773820121249,1
1.20408394169248,-1.06825862693545,1
-2.09521534250965,2.49271295619113,1
1.92228815023414,-2.16315400630425,1
1.0207390239585,-0.136258579104554,1
0.154966677854641,0.463434740005674,1
0.150773665131624,-0.578078335413049,1
1.38704716968015,-1.23424780311693,1
0.565632269712868,0.328426754271581,1
0.022907588338282,-0.171568414758664,1
0.207977262990909,-0.678547976970662,1
1.16748106787846,-2.0408122384283,1
0.460234183766012,-0.325923385800155,1
1.92652107024795,-1.81442540621778,1
0.507243954492719,-0.949438374715595,1
-0.242199977204955,0.329715577403548,1
0.015057283165537,0.0462259481129808,1
0.0185406285511537,0.720818303370281,1
0.789391337115961,-0.173907500808017,1
-0.949362640865363,1.48361492995258,1
-0.589221677106561,0.648269397988727,1
-0.603360416977801,0.338533863506834,1
0.939627603855989,-0.850822850674164,1
1.52710584739411,-1.22305481409601,1
1.64434093339419,-1.13980360643398,1
-0.684969125558198,-0.0137869629224237,1
-1.54032159745821,1.48775892206559,1
0.586617676904666,0.499421115916929,1
-0.353175838603033,0.220199731943494,1
-0.682752614594658,-0.716442821640138,1
-0.83553728392798,0.357593282126128,1
0.230316628336968,-0.898538743426202,1
-0.5299862991281,0.67378055654422,1
-0.833772881243466,0.061850655559466,1
-0.771439012430771,0.0438110993514108,1
-0.164289603406838,0.516022069424201,1
0.590562084264069,-1.09368753472216,1
-0.938103497817355,0.207364729193518,1
0.722514643602533,-0.0874574709815415,1
0.629744147574721,0.420392351956954,1
0.425285113507665,-1.00291774446837,1
0.597205354692835,0.119674458614113,1
0.440819317424548,-0.20387056763154,1
0.0695326841647414,0.921592783369654,1
0.277374788244115,-0.0425679417708742,1
1.75889198196118,-1.52791964700852,1
-1.65396753886874,0.597027357526417,1
0.810750987661779,0.601567628235933,1
-0.0316920481944365,-0.423634372856591,1
-0.360094907098015,-0.175634022430932,1
-0.735494074084566,0.454732632229757,1
0.248597767610833,-0.532618592322171,1
-1.00600555283381,1.12402040722217,1
0.576782877558512,-0.353722260782781,1
-0.462320813438242,0.957674628839095,1
